1074122.3,Streptococcus mutans TCI-143,,1074122,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074122,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-143,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-143,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA71995,SAMN02436446,GCA_000228925.2,,AGKO00000000,,WGS,,,,,,157,1776306,37,21,26208,37,,,1695,99,98.7,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:31.725Z,2015-03-16T03:17:09.594Z
1074123.3,Streptococcus mutans TCI-145,,1074123,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074123,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-145,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-145,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA71997,SAMN02436447,GCA_000228945.2,,AGKP00000000,,WGS,,,,,,99,1877792,36.8,13,47556,38,,,1806,99.2,98.9,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:31.734Z,2015-03-16T03:17:09.594Z
1074125.3,Streptococcus mutans TCI-148,,1074125,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074125,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-148,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-148,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72001,SAMN02436531,GCA_000228985.2,,AGKQ00000000,,WGS,,,,,,120,1819408,36.9,18,36344,36,,,1752,99.4,99.1,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:31.752Z,2015-03-16T03:17:09.594Z
1074126.3,Streptococcus mutans TCI-149,,1074126,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074126,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-149,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-149,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72003,SAMN02436512,GCA_000229005.2,,AGKR00000000,,WGS,,,,,,117,1822635,37,18,31974,35,,,1743,99.2,98.9,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:31.761Z,2015-03-16T03:17:09.594Z
1074127.3,Streptococcus mutans TCI-151,,1074127,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074127,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-151,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-151,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72005,SAMN02436601,GCA_000229025.2,,AGKS00000000,,WGS,,,,,,121,1820468,37,17,37533,38,,,1756,99.3,98.9,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:31.770Z,2015-03-16T03:17:09.594Z
1074128.3,Streptococcus mutans TCI-152,,1074128,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074128,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-152,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-152,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72007,SAMN02436602,GCA_000229045.2,,AGKT00000000,,WGS,,,,,,101,1851396,36.8,14,42229,38,,,1771,99.3,99,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:31.779Z,2015-03-16T03:17:09.594Z
1074129.3,Streptococcus mutans TCI-153,,1074129,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074129,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-153,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-153,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72009,SAMN02436348,GCA_000229065.2,,AGKU00000000,,WGS,,,,,,55,1927654,36.7,9,85921,39,,,1859,99.2,99,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:31.788Z,2015-03-16T03:17:09.594Z
1074130.3,Streptococcus mutans TCI-154,,1074130,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074130,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-154,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-154,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72011,SAMN02436448,GCA_000229085.2,,AGKV00000000,,WGS,,,,,,120,1818945,36.9,18,34277,35,,,1760,99.3,99,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:31.796Z,2015-03-16T03:17:09.594Z
1074134.3,Streptococcus mutans TCI-162,,1074134,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074134,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-162,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-162,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72017,SAMN02436603,GCA_000229105.2,,AGKW00000000,,WGS,,,,,,130,1817871,37,19,29444,38,,,1752,99.3,99,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:31.805Z,2015-03-16T03:17:09.594Z
1074135.3,Streptococcus mutans TCI-163,,1074135,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074135,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-163,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-163,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72019,SAMN02436449,GCA_000229125.2,,AGKX00000000,,WGS,,,,,,92,1897877,36.8,13,51043,36,,,1836,99,98.9,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:31.814Z,2015-03-16T03:17:09.594Z
1074136.3,Streptococcus mutans TCI-164,,1074136,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074136,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-164,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-164,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72021,SAMN02436604,GCA_000229145.2,,AGKY00000000,,WGS,,,,,,115,1829200,37,15,41618,38,,,1762,99,98.7,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:31.822Z,2015-03-16T03:17:09.594Z
1074137.3,Streptococcus mutans TCI-169,,1074137,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074137,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-169,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-169,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72023,SAMN02436349,GCA_000229165.2,,AGKZ00000000,,WGS,,,,,,59,1927770,36.7,10,86930,40,,,1866,99.3,99,0.7,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:31.833Z,2015-03-16T03:17:09.594Z
1074138.3,Streptococcus mutans TCI-170,,1074138,131567;2;1783272;1239;91061;186826;1300;1301;1309;1074138,cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;Streptococcus mutans TCI-170,Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,WGS,TCI-170,,,,,,,,,,,,,,,,, ,,,Good,2011-10-06T00:00:00Z,,,PRJNA72025,SAMN02436605,GCA_000229185.2,,AGLA00000000,,WGS,,,,,,86,1899487,36.8,15,47528,37,,,1819,98.9,98.5,,100,,,isolated by plating plaque scrapings on selective media,,,,,,,,,,,,,,,,,,"Plaque samples were collected from twin children with and without dental caries. S. mutans and S. sobrinus were isolated by plating plaque scrapings on selective media. Unique isolates were chosen for genome sequencing by restriction digest genotyping; libraries were constructed using the EpiBio Nextera DNA sample prep kit, and sequencing was performed using an Illumina Genome Analyzer IIx.",2014-12-08T22:13:31.843Z,2015-03-16T03:17:09.594Z
